Orthogroup	Chlorella_Vulgaris2111P	Chlorella_KRBP
OG0001681	KAI3432423.1 hypothetical protein D9Q98_003977 [Chlorella vulgaris]	QAXK01003694.1_10054-1111
OG0001683	KAI3423194.1 hypothetical protein D9Q98_010716_ partial [Chlorella vulgaris]	QAXK01005873.1_4902-1877
OG0001684	KAI3424276.1 hypothetical protein D9Q98_009630 [Chlorella vulgaris]	QAXK01001160.1_46203-44172
OG0001686	KAI3432267.1 hypothetical protein D9Q98_003827 [Chlorella vulgaris]	QAXK01001518.1_29154-38461
OG0001687	KAI3431570.1 hypothetical protein D9Q98_004620 [Chlorella vulgaris]	QAXK01011350.1_4968-4302
OG0001689	KAI3434835.1 hypothetical protein D9Q98_002890 [Chlorella vulgaris]	QAXK01000325.1_49285-50693
OG0001691	KAI3429402.1 hypothetical protein D9Q98_005497 [Chlorella vulgaris], KAI3429413.1 hypothetical protein D9Q98_005508 [Chlorella vulgaris]	QAXK01009543.1_7053-9512
OG0001694	KAI3431552.1 hypothetical protein D9Q98_004601 [Chlorella vulgaris]	QAXK01004860.1_550-2257
OG0001698	KAI3432361.1 hypothetical protein D9Q98_003918 [Chlorella vulgaris]	QAXK01011739.1_15998-17366
OG0001700	KAI3438271.1 hypothetical protein D9Q98_000706 [Chlorella vulgaris]	QAXK01001944.1_5351-7976
OG0001702	KAI3437746.1 hypothetical protein D9Q98_000194 [Chlorella vulgaris]	QAXK01000864.1_61145-62900
OG0001703	KAI3435591.1 hypothetical protein D9Q98_001656 [Chlorella vulgaris]	QAXK01003602.1_34329-32576
OG0001704	KAI3438531.1 hypothetical protein D9Q98_000959 [Chlorella vulgaris]	QAXK01008991.1_236-2513
OG0001705	KAI3429721.1 hypothetical protein D9Q98_010037 [Chlorella vulgaris]	QAXK01002478.1_7313-12188
OG0001708	KAI3438529.1 hypothetical protein D9Q98_000957 [Chlorella vulgaris]	QAXK01014303.1_4896-6584
OG0001709	KAI3437743.1 hypothetical protein D9Q98_000191 [Chlorella vulgaris]	QAXK01018148.1_4196-2780
OG0001712	KAI3438908.1 hypothetical protein D9Q98_001322 [Chlorella vulgaris]	QAXK01008136.1_3960-6111
OG0001713	KAI3437864.1 hypothetical protein D9Q98_000310 [Chlorella vulgaris]	QAXK01001137.1_1588-5821
OG0001714	KAI3427085.1 hypothetical protein D9Q98_007024 [Chlorella vulgaris]	QAXK01014632.1_3916-2466
OG0001715	KAI3426424.1 hypothetical protein D9Q98_008792 [Chlorella vulgaris]	QAXK01004338.1_24179-21163
OG0001716	KAI3438495.1 hypothetical protein D9Q98_000923 [Chlorella vulgaris]	QAXK01000646.1_3437-2178
OG0001718	KAI3438581.1 hypothetical protein D9Q98_001006 [Chlorella vulgaris]	QAXK01002273.1_1901-3023
OG0001719	KAI3427025.1 hypothetical protein D9Q98_006967 [Chlorella vulgaris]	QAXK01013811.1_5298-9155
OG0001724	KAI3430752.1 hypothetical protein D9Q98_009164 [Chlorella vulgaris]	QAXK01006565.1_2429-269
OG0001728	KAI3438853.1 hypothetical protein D9Q98_001270 [Chlorella vulgaris]	QAXK01001807.1_1026-15
OG0001729	KAI3437681.1 hypothetical protein D9Q98_000130 [Chlorella vulgaris]	QAXK01006338.1_1051-28
OG0001737	KAI3437796.1 hypothetical protein D9Q98_000243 [Chlorella vulgaris]	QAXK01014793.1_2710-905
OG0001738	KAI3438698.1 hypothetical protein D9Q98_001118 [Chlorella vulgaris]	QAXK01000446.1_74898-73132
OG0001743	KAI3425044.1 hypothetical protein D9Q98_008422 [Chlorella vulgaris]	QAXK01001289.1_5327-2954
OG0001744	KAI3437789.1 hypothetical protein D9Q98_000236 [Chlorella vulgaris]	QAXK01016939.1_17085-19159
OG0001748	KAI3435801.1 hypothetical protein D9Q98_001859 [Chlorella vulgaris]	QAXK01007592.1_13848-10196
OG0001750	KAI3436278.1 hypothetical protein D9Q98_002331 [Chlorella vulgaris]	QAXK01018869.1_1324-446
OG0001751	KAI3437559.1 hypothetical protein D9Q98_000012 [Chlorella vulgaris]	QAXK01000276.1_2022-2543
OG0001756	KAI3429314.1 hypothetical protein D9Q98_005409 [Chlorella vulgaris]	QAXK01004906.1_9592-13569
OG0001760	KAI3438498.1 hypothetical protein D9Q98_000926 [Chlorella vulgaris]	QAXK01008046.1_15224-18152
OG0001763	KAI3429530.1 hypothetical protein D9Q98_005618 [Chlorella vulgaris]	QAXK01006402.1_6220-3948
OG0001770	KAI3437775.1 hypothetical protein D9Q98_000222 [Chlorella vulgaris]	QAXK01001922.1_7027-5313
OG0001772	KAI3427267.1 hypothetical protein D9Q98_007199 [Chlorella vulgaris]	QAXK01010435.1_780-2170
OG0001778	KAI3431760.1 hypothetical protein D9Q98_004802 [Chlorella vulgaris]	QAXK01006312.1_5841-2543
OG0001780	KAI3432607.1 hypothetical protein D9Q98_004154 [Chlorella vulgaris]	QAXK01003072.1_7601-12066
OG0001782	KAI3433812.1 hypothetical protein D9Q98_003616 [Chlorella vulgaris]	QAXK01000627.1_25854-27382
OG0001783	KAI3435750.1 hypothetical protein D9Q98_001808 [Chlorella vulgaris]	QAXK01004723.1_8556-4882
OG0001788	KAI3428741.1 hypothetical protein D9Q98_007564 [Chlorella vulgaris]	QAXK01008099.1_16922-14889
OG0001790	KAI3438003.1 hypothetical protein D9Q98_000446 [Chlorella vulgaris]	QAXK01000362.1_13682-19843
OG0001792	KAI3432629.1 hypothetical protein D9Q98_004175 [Chlorella vulgaris]	QAXK01002348.1_22026-23431
OG0001794	KAI3437982.1 hypothetical protein D9Q98_000426 [Chlorella vulgaris]	QAXK01000643.1_10651-8242
OG0001801	KAI3438225.1 hypothetical protein D9Q98_000662 [Chlorella vulgaris]	QAXK01000208.1_37779-38874
OG0001806	KAI3429593.1 hypothetical protein D9Q98_005679 [Chlorella vulgaris]	QAXK01005447.1_6594-9151
OG0001810	KAI3439013.1 hypothetical protein D9Q98_001425 [Chlorella vulgaris]	QAXK01011106.1_2568-3152
OG0001812	KAI3438237.1 hypothetical protein D9Q98_000674 [Chlorella vulgaris]	QAXK01006399.1_9428-14604
OG0001813	KAI3438380.1 hypothetical protein D9Q98_000812 [Chlorella vulgaris]	QAXK01000513.1_11487-8211
OG0001818	KAI3428262.1 hypothetical protein D9Q98_006641 [Chlorella vulgaris]	QAXK01004132.1_4579-6060
OG0001821	KAI3435939.1 hypothetical protein D9Q98_001997 [Chlorella vulgaris]	QAXK01004177.1_17288-11319
OG0001824	KAI3428315.1 hypothetical protein D9Q98_006695 [Chlorella vulgaris]	QAXK01003744.1_2800-6411
OG0001826	KAI3428249.1 hypothetical protein D9Q98_006628 [Chlorella vulgaris]	QAXK01000105.1_5499-2693
OG0001832	KAI3437749.1 hypothetical protein D9Q98_000197 [Chlorella vulgaris]	QAXK01005654.1_7220-1642
OG0001837	KAI3423824.1 hypothetical protein D9Q98_009660 [Chlorella vulgaris]	QAXK01000842.1_51041-53429
OG0001838	KAI3432659.1 hypothetical protein D9Q98_004203 [Chlorella vulgaris]	QAXK01003976.1_8556-3734
OG0001841	KAI3431868.1 hypothetical protein D9Q98_010619 [Chlorella vulgaris]	QAXK01000976.1_10766-5866
OG0001842	KAI3437803.1 hypothetical protein D9Q98_000250 [Chlorella vulgaris]	QAXK01006275.1_27485-25822
OG0001843	KAI3438260.1 hypothetical protein D9Q98_000696 [Chlorella vulgaris]	QAXK01004149.1_22375-24958
OG0001845	KAI3436598.1 hypothetical protein D9Q98_006015 [Chlorella vulgaris]	QAXK01001702.1_1666-273
OG0001847	KAI3432668.1 hypothetical protein D9Q98_004212 [Chlorella vulgaris]	QAXK01009311.1_428-2889
OG0001849	KAI3434471.1 hypothetical protein D9Q98_002548 [Chlorella vulgaris]	QAXK01007671.1_6596-4238
OG0001855	KAI3436545.1 hypothetical protein D9Q98_005961 [Chlorella vulgaris]	QAXK01000335.1_27254-25603
OG0001856	KAI3434443.1 hypothetical protein D9Q98_002520 [Chlorella vulgaris]	QAXK01003506.1_17890-19170
OG0001857	KAI3435685.1 hypothetical protein D9Q98_001743 [Chlorella vulgaris]	QAXK01002176.1_5254-6169
OG0001858	KAI3426268.1 hypothetical protein D9Q98_008643 [Chlorella vulgaris]	QAXK01017983.1_2022-269
OG0001860	KAI3426253.1 hypothetical protein D9Q98_008628 [Chlorella vulgaris]	QAXK01000036.1_15496-18071
OG0001861	KAI3426251.1 hypothetical protein D9Q98_008626 [Chlorella vulgaris]	QAXK01001933.1_13708-11461
OG0001862	KAI3426106.1 hypothetical protein D9Q98_008485 [Chlorella vulgaris]	QAXK01002439.1_1431-31
OG0001863	KAI3426451.1 hypothetical protein D9Q98_008818 [Chlorella vulgaris]	QAXK01000006.1_11270-7049
OG0001864	KAI3426176.1 hypothetical protein D9Q98_008553 [Chlorella vulgaris]	QAXK01001807.1_30588-28596
OG0001866	KAI3434674.1 hypothetical protein D9Q98_002738 [Chlorella vulgaris]	QAXK01004671.1_3332-9990
OG0001867	KAI3426304.1 hypothetical protein D9Q98_008677 [Chlorella vulgaris]	QAXK01006658.1_2089-1110
OG0001868	KAI3432414.1 hypothetical protein D9Q98_003968 [Chlorella vulgaris]	QAXK01018034.1_4900-2264
OG0001869	KAI3426163.1 hypothetical protein D9Q98_008540 [Chlorella vulgaris]	QAXK01002273.1_12619-10163
OG0001870	KAI3426965.1 hypothetical protein D9Q98_006909 [Chlorella vulgaris]	QAXK01007444.1_11468-13953
OG0001871	KAI3429588.1 hypothetical protein D9Q98_005674 [Chlorella vulgaris]	QAXK01000027.1_14275-12645
OG0001873	KAI3429616.1 hypothetical protein D9Q98_005702 [Chlorella vulgaris]	QAXK01003671.1_1285-5252
OG0001874	KAI3429683.1 hypothetical protein D9Q98_005768 [Chlorella vulgaris]	QAXK01002443.1_10680-7074
OG0001879	KAI3426415.1 hypothetical protein D9Q98_008784 [Chlorella vulgaris]	QAXK01014786.1_3020-29
OG0001880	KAI3436202.1 hypothetical protein D9Q98_002256 [Chlorella vulgaris]	QAXK01014616.1_960-3765
OG0001882	KAI3429674.1 hypothetical protein D9Q98_005759 [Chlorella vulgaris]	QAXK01001694.1_21339-20476
OG0001883	KAI3426446.1 hypothetical protein D9Q98_008813 [Chlorella vulgaris]	QAXK01000225.1_2559-365
OG0001887	KAI3431521.1 hypothetical protein D9Q98_004571 [Chlorella vulgaris]	QAXK01004187.1_1760-33
OG0001888	KAI3426883.1 hypothetical protein D9Q98_006829 [Chlorella vulgaris]	QAXK01016711.1_4152-7100
OG0001890	KAI3424160.1 hypothetical protein D9Q98_009519 [Chlorella vulgaris]	QAXK01010406.1_2162-130
OG0001893	KAI3430703.1 hypothetical protein D9Q98_005292 [Chlorella vulgaris]	QAXK01002579.1_17292-15497
OG0001895	KAI3436328.1 hypothetical protein D9Q98_002381 [Chlorella vulgaris]	QAXK01016971.1_2990-681
OG0001898	KAI3436347.1 hypothetical protein D9Q98_002400 [Chlorella vulgaris]	QAXK01001156.1_3180-1500
OG0001900	KAI3436309.1 hypothetical protein D9Q98_002362 [Chlorella vulgaris]	QAXK01009399.1_423-2536
OG0001902	KAI3436290.1 hypothetical protein D9Q98_002343 [Chlorella vulgaris]	QAXK01008314.1_4813-7042
OG0001907	KAI3436320.1 hypothetical protein D9Q98_002373 [Chlorella vulgaris]	QAXK01003345.1_36704-34696
OG0001911	KAI3435747.1 hypothetical protein D9Q98_001805 [Chlorella vulgaris]	QAXK01003378.1_5209-366
OG0001915	KAI3428492.1 hypothetical protein D9Q98_007317 [Chlorella vulgaris]	QAXK01004688.1_3441-5908
OG0001916	KAI3427273.1 hypothetical protein D9Q98_007205 [Chlorella vulgaris]	QAXK01001344.1_15728-16873
OG0001917	KAI3437717.1 hypothetical protein D9Q98_000165 [Chlorella vulgaris]	QAXK01010657.1_2437-238
OG0001918	KAI3423888.1 hypothetical protein D9Q98_009722 [Chlorella vulgaris]	QAXK01003671.1_14459-17304
OG0001919	KAI3433438.1 hypothetical protein D9Q98_003253 [Chlorella vulgaris]	QAXK01001468.1_4935-8852
OG0001920	KAI3433422.1 hypothetical protein D9Q98_003237 [Chlorella vulgaris]	QAXK01000770.1_6276-4831
OG0001921	KAI3431669.1 hypothetical protein D9Q98_004716 [Chlorella vulgaris]	QAXK01004635.1_12023-13891
OG0001922	KAI3437601.1 hypothetical protein D9Q98_000054 [Chlorella vulgaris]	QAXK01011133.1_12839-6837
OG0001928	KAI3433403.1 hypothetical protein D9Q98_003219 [Chlorella vulgaris]	QAXK01003150.1_16472-17917
OG0001930	KAI3431813.1 hypothetical protein D9Q98_010566 [Chlorella vulgaris]	QAXK01003163.1_7337-4796
OG0001931	KAI3431832.1 hypothetical protein D9Q98_010585 [Chlorella vulgaris]	QAXK01002575.1_2869-493
OG0001934	KAI3430646.1 hypothetical protein D9Q98_005239 [Chlorella vulgaris]	QAXK01001681.1_35798-38541
OG0001935	KAI3428245.1 hypothetical protein D9Q98_006625 [Chlorella vulgaris]	QAXK01001208.1_4428-3497
OG0001936	KAI3430268.1 hypothetical protein D9Q98_004864 [Chlorella vulgaris]	QAXK01000947.1_9658-8064
OG0001937	KAI3433745.1 hypothetical protein D9Q98_003552 [Chlorella vulgaris]	QAXK01002895.1_11877-8991
OG0001938	KAI3430260.1 hypothetical protein D9Q98_004856 [Chlorella vulgaris]	QAXK01006045.1_3548-5265
OG0001943	KAI3433744.1 hypothetical protein D9Q98_003551 [Chlorella vulgaris]	QAXK01001495.1_35130-32135
OG0001945	KAI3433726.1 hypothetical protein D9Q98_003534 [Chlorella vulgaris]	QAXK01006788.1_3504-1107
OG0001946	KAI3433747.1 hypothetical protein D9Q98_003554 [Chlorella vulgaris]	QAXK01006196.1_6560-8156
OG0001947	KAI3433717.1 hypothetical protein D9Q98_003525 [Chlorella vulgaris]	QAXK01001881.1_90892-88031
OG0001951	KAI3428219.1 hypothetical protein D9Q98_006599 [Chlorella vulgaris]	QAXK01010684.1_1460-556
OG0001952	KAI3428226.1 hypothetical protein D9Q98_006606 [Chlorella vulgaris]	QAXK01001616.1_0-2161
OG0001953	KAI3425757.1 hypothetical protein D9Q98_007732 [Chlorella vulgaris]	QAXK01001871.1_8489-9868
OG0001954	KAI3425917.1 hypothetical protein D9Q98_007889 [Chlorella vulgaris]	QAXK01014389.1_130-668
OG0001956	KAI3436835.1 hypothetical protein D9Q98_006245 [Chlorella vulgaris]	QAXK01004150.1_9770-14859
OG0001958	KAI3430990.1 hypothetical protein D9Q98_009393 [Chlorella vulgaris]	QAXK01007010.1_8318-9471
OG0001960	KAI3424349.1 hypothetical protein D9Q98_009902 [Chlorella vulgaris]	QAXK01005538.1_9255-7797
OG0001961	KAI3427953.1 hypothetical protein D9Q98_006343 [Chlorella vulgaris]	QAXK01009093.1_4766-1793
OG0001966	KAI3433658.1 hypothetical protein D9Q98_003467 [Chlorella vulgaris]	QAXK01016188.1_2666-4256
OG0001967	KAI3434971.1 hypothetical protein D9Q98_003023 [Chlorella vulgaris]	QAXK01000446.1_47170-46172
OG0001969	KAI3425791.1 hypothetical protein D9Q98_007766 [Chlorella vulgaris]	QAXK01002063.1_20394-18703
OG0001970	KAI3436015.1 hypothetical protein D9Q98_002072 [Chlorella vulgaris]	QAXK01001186.1_3380-493
OG0001973	KAI3436403.1 hypothetical protein D9Q98_005820 [Chlorella vulgaris]	QAXK01000335.1_27471-29404
OG0001979	KAI3428306.1 hypothetical protein D9Q98_006685 [Chlorella vulgaris]	QAXK01001265.1_1827-4399
OG0001980	KAI3436112.1 hypothetical protein D9Q98_002170 [Chlorella vulgaris]	QAXK01003309.1_3370-103
OG0001986	KAI3430832.1 hypothetical protein D9Q98_009243 [Chlorella vulgaris]	QAXK01000295.1_10054-5194
OG0001991	KAI3423893.1 hypothetical protein D9Q98_009727 [Chlorella vulgaris]	QAXK01002862.1_2144-4831
OG0001993	KAI3438503.1 hypothetical protein D9Q98_000931 [Chlorella vulgaris]	QAXK01002212.1_3400-1645
OG0001995	KAI3432453.1 hypothetical protein D9Q98_004003 [Chlorella vulgaris]	QAXK01014184.1_2136-4076
OG0001996	KAI3435505.1 hypothetical protein D9Q98_001571 [Chlorella vulgaris]	QAXK01001275.1_1545-3783
OG0001998	KAI3423819.1 hypothetical protein D9Q98_009655 [Chlorella vulgaris]	QAXK01000407.1_9246-10753
OG0001999	KAI3435520.1 hypothetical protein D9Q98_001586 [Chlorella vulgaris]	QAXK01001060.1_158-4769
OG0002000	KAI3433306.1 hypothetical protein D9Q98_003124 [Chlorella vulgaris]	QAXK01003280.1_21069-16498
OG0002001	KAI3435533.1 hypothetical protein D9Q98_001598 [Chlorella vulgaris]	QAXK01007038.1_3322-7876
OG0002003	KAI3435616.1 hypothetical protein D9Q98_001677 [Chlorella vulgaris]	QAXK01002652.1_3797-1393
OG0002004	KAI3435619.1 hypothetical protein D9Q98_001679 [Chlorella vulgaris]	QAXK01012829.1_4377-6139
OG0002005	KAI3438125.1 hypothetical protein D9Q98_000566 [Chlorella vulgaris]	QAXK01004007.1_7633-6740
OG0002006	KAI3438063.1 hypothetical protein D9Q98_000506 [Chlorella vulgaris]	QAXK01000137.1_21575-22932
OG0002007	KAI3438113.1 hypothetical protein D9Q98_000554 [Chlorella vulgaris]	QAXK01009439.1_10946-16439
OG0002008	KAI3438127.1 hypothetical protein D9Q98_000568 [Chlorella vulgaris]	QAXK01000685.1_2507-3830
OG0002010	KAI3438143.1 hypothetical protein D9Q98_000584 [Chlorella vulgaris]	QAXK01004465.1_1413-1889
OG0002011	KAI3438085.1 hypothetical protein D9Q98_000527 [Chlorella vulgaris]	QAXK01008697.1_3621-1
OG0002012	KAI3438120.1 hypothetical protein D9Q98_000561 [Chlorella vulgaris]	QAXK01008479.1_22-1572
OG0002013	KAI3438126.1 hypothetical protein D9Q98_000567 [Chlorella vulgaris]	QAXK01000704.1_865-2353
OG0002014	KAI3438130.1 hypothetical protein D9Q98_000571 [Chlorella vulgaris]	QAXK01001731.1_8237-12954
OG0002015	KAI3438423.1 hypothetical protein D9Q98_000854 [Chlorella vulgaris]	QAXK01001095.1_1607-5427
OG0002018	KAI3435666.1 hypothetical protein D9Q98_001724 [Chlorella vulgaris]	QAXK01000579.1_6879-2831
OG0002023	KAI3434452.1 hypothetical protein D9Q98_002529 [Chlorella vulgaris]	QAXK01004467.1_4446-2978
OG0002024	KAI3427966.1 hypothetical protein D9Q98_006356 [Chlorella vulgaris]	QAXK01007476.1_6843-3464
OG0002026	KAI3428001.1 hypothetical protein D9Q98_006387 [Chlorella vulgaris]	QAXK01000116.1_15959-12419
OG0002027	KAI3434464.1 hypothetical protein D9Q98_002541 [Chlorella vulgaris]	QAXK01000153.1_10025-9224
OG0002028	KAI3425164.1 hypothetical protein D9Q98_008935 [Chlorella vulgaris]	QAXK01001007.1_9576-3460
OG0002029	KAI3436231.1 hypothetical protein D9Q98_002285 [Chlorella vulgaris]	QAXK01001726.1_9416-10685
OG0002032	KAI3430573.1 hypothetical protein D9Q98_005166 [Chlorella vulgaris]	QAXK01018007.1_11683-5307
OG0002035	KAI3433704.1 hypothetical protein D9Q98_003513 [Chlorella vulgaris]	QAXK01001162.1_4704-11654
OG0002036	KAI3438608.1 hypothetical protein D9Q98_001031 [Chlorella vulgaris]	QAXK01003552.1_4945-952
OG0002040	KAI3432213.1 hypothetical protein D9Q98_003775 [Chlorella vulgaris]	QAXK01004862.1_20323-24029
OG0002043	KAI3430534.1 hypothetical protein D9Q98_005127 [Chlorella vulgaris]	QAXK01000495.1_11359-8819
OG0002046	KAI3425978.1 hypothetical protein D9Q98_007946 [Chlorella vulgaris]	QAXK01003370.1_5253-2449
OG0002049	KAI3430588.1 hypothetical protein D9Q98_005181 [Chlorella vulgaris]	QAXK01004800.1_3523-170
OG0002051	KAI3437621.1 hypothetical protein D9Q98_000073 [Chlorella vulgaris]	QAXK01005999.1_9988-12832
OG0002063	KAI3431326.1 hypothetical protein D9Q98_004384 [Chlorella vulgaris]	QAXK01001387.1_26607-27895
OG0002070	KAI3438420.1 hypothetical protein D9Q98_000851 [Chlorella vulgaris]	QAXK01003882.1_7725-3343
OG0002072	KAI3432617.1 hypothetical protein D9Q98_004163 [Chlorella vulgaris]	QAXK01000401.1_8251-6577
OG0002073	KAI3438306.1 hypothetical protein D9Q98_000740 [Chlorella vulgaris], KAI3438307.1 hypothetical protein D9Q98_000741 [Chlorella vulgaris]	QAXK01011684.1_2005-861
OG0002074	KAI3433642.1 hypothetical protein D9Q98_003451 [Chlorella vulgaris]	QAXK01005165.1_9870-10888
OG0002075	KAI3433540.1 hypothetical protein D9Q98_003350 [Chlorella vulgaris]	QAXK01000112.1_21457-19158
OG0002080	KAI3433551.1 hypothetical protein D9Q98_003362 [Chlorella vulgaris]	QAXK01005319.1_1852-5123
OG0002081	KAI3425814.1 hypothetical protein D9Q98_007789 [Chlorella vulgaris]	QAXK01000024.1_6845-4701
OG0002082	KAI3438232.1 hypothetical protein D9Q98_000669 [Chlorella vulgaris]	QAXK01003767.1_15037-16578
OG0002086	KAI3433513.1 hypothetical protein D9Q98_003324 [Chlorella vulgaris]	QAXK01000416.1_236-1468
OG0002088	KAI3438894.1 hypothetical protein D9Q98_001309 [Chlorella vulgaris]	QAXK01004430.1_4845-10525
OG0002090	KAI3438888.1 hypothetical protein D9Q98_001303 [Chlorella vulgaris]	QAXK01000004.1_10133-7859
OG0002092	KAI3436789.1 hypothetical protein D9Q98_006200 [Chlorella vulgaris]	QAXK01001415.1_8205-13561
OG0002095	KAI3431557.1 hypothetical protein D9Q98_004606 [Chlorella vulgaris]	QAXK01000224.1_15148-12485
OG0002103	KAI3430366.1 hypothetical protein D9Q98_004961 [Chlorella vulgaris]	QAXK01000770.1_6581-10685
OG0002105	KAI3428516.1 hypothetical protein D9Q98_007339 [Chlorella vulgaris]	QAXK01018040.1_3609-5929
OG0002110	KAI3434686.1 hypothetical protein D9Q98_002749 [Chlorella vulgaris]	QAXK01007447.1_7916-1145
OG0002111	KAI3432718.1 hypothetical protein D9Q98_004261 [Chlorella vulgaris]	QAXK01013514.1_9351-7632
OG0002112	KAI3428808.1 hypothetical protein D9Q98_007625 [Chlorella vulgaris]	QAXK01015359.1_10390-8068
OG0002120	KAI3436080.1 hypothetical protein D9Q98_002138 [Chlorella vulgaris]	QAXK01005023.1_11393-17094
OG0002122	KAI3436063.1 hypothetical protein D9Q98_002121 [Chlorella vulgaris]	QAXK01010373.1_8651-6830
OG0002123	KAI3436150.1 hypothetical protein D9Q98_002207 [Chlorella vulgaris]	QAXK01000700.1_5491-3572
OG0002124	KAI3428233.1 hypothetical protein D9Q98_006613 [Chlorella vulgaris]	QAXK01004007.1_8647-10727
OG0002127	KAI3437938.1 hypothetical protein D9Q98_000382 [Chlorella vulgaris]	QAXK01001495.1_27698-29888
OG0002128	KAI3429738.1 hypothetical protein D9Q98_010053 [Chlorella vulgaris]	QAXK01002518.1_56-2855
OG0002131	KAI3429867.1 hypothetical protein D9Q98_010178 [Chlorella vulgaris]	QAXK01001894.1_15083-15978
OG0002132	KAI3427269.1 hypothetical protein D9Q98_007201 [Chlorella vulgaris]	QAXK01009974.1_15390-17483
OG0002134	KAI3429888.1 hypothetical protein D9Q98_010199 [Chlorella vulgaris]	QAXK01000252.1_16687-14824
OG0002138	KAI3436824.1 hypothetical protein D9Q98_006234 [Chlorella vulgaris]	QAXK01015692.1_7967-6370
OG0002139	KAI3428350.1 hypothetical protein D9Q98_006730 [Chlorella vulgaris]	QAXK01003183.1_18810-17365
OG0002141	KAI3434789.1 hypothetical protein D9Q98_002847 [Chlorella vulgaris]	QAXK01004474.1_7154-5648
OG0002142	KAI3428835.1 hypothetical protein D9Q98_007652 [Chlorella vulgaris]	QAXK01011512.1_2962-4685
OG0002144	KAI3429711.1 hypothetical protein D9Q98_005796 [Chlorella vulgaris]	QAXK01000452.1_14665-16837
OG0002145	KAI3424470.1 hypothetical protein D9Q98_010021 [Chlorella vulgaris]	QAXK01000208.1_15729-14120
OG0002146	KAI3435927.1 hypothetical protein D9Q98_001985 [Chlorella vulgaris]	QAXK01014393.1_10002-7696
OG0002147	KAI3436881.1 hypothetical protein D9Q98_006289 [Chlorella vulgaris]	QAXK01000383.1_6224-8512
OG0002149	KAI3438555.1 hypothetical protein D9Q98_000983 [Chlorella vulgaris]	QAXK01007800.1_664-2473
OG0002153	KAI3438831.1 hypothetical protein D9Q98_001248 [Chlorella vulgaris]	QAXK01004231.1_9560-10863
OG0002154	KAI3428367.1 hypothetical protein D9Q98_006747 [Chlorella vulgaris]	QAXK01001673.1_7134-5531
OG0002158	KAI3436782.1 hypothetical protein D9Q98_006193 [Chlorella vulgaris]	QAXK01000427.1_69010-61523
OG0002159	KAI3435838.1 hypothetical protein D9Q98_001896 [Chlorella vulgaris]	QAXK01001947.1_6933-16171
OG0002161	KAI3425297.1 hypothetical protein D9Q98_009063 [Chlorella vulgaris]	QAXK01000667.1_5631-9231
OG0002162	KAI3424428.1 hypothetical protein D9Q98_009980 [Chlorella vulgaris]	QAXK01001956.1_6721-5102
OG0002163	KAI3435879.1 hypothetical protein D9Q98_001937 [Chlorella vulgaris]	QAXK01000249.1_23024-26432
OG0002165	KAI3434788.1 hypothetical protein D9Q98_002846 [Chlorella vulgaris]	QAXK01004616.1_9420-16745
OG0002167	KAI3434792.1 hypothetical protein D9Q98_002850 [Chlorella vulgaris]	QAXK01011260.1_4573-3532
OG0002169	KAI3438410.1 hypothetical protein D9Q98_000841 [Chlorella vulgaris]	QAXK01012387.1_1585-757
OG0002171	KAI3426103.1 hypothetical protein D9Q98_008071 [Chlorella vulgaris]	QAXK01000446.1_58269-64323
OG0002172	KAI3428683.1 hypothetical protein D9Q98_007506 [Chlorella vulgaris]	QAXK01012305.1_2510-4620
OG0002173	KAI3428690.1 hypothetical protein D9Q98_007513 [Chlorella vulgaris]	QAXK01000596.1_14630-16935
OG0002175	KAI3426102.1 hypothetical protein D9Q98_008070 [Chlorella vulgaris]	QAXK01001681.1_26607-28630
OG0002176	KAI3428753.1 hypothetical protein D9Q98_007575 [Chlorella vulgaris]	QAXK01006378.1_6447-7421
OG0002177	KAI3428693.1 hypothetical protein D9Q98_007516 [Chlorella vulgaris]	QAXK01001458.1_24314-19030
OG0002179	KAI3428653.1 hypothetical protein D9Q98_007476 [Chlorella vulgaris]	QAXK01000816.1_3651-1777
OG0002180	KAI3426076.1 hypothetical protein D9Q98_008044 [Chlorella vulgaris]	QAXK01013408.1_2179-3352
OG0002181	KAI3428658.1 hypothetical protein D9Q98_007481 [Chlorella vulgaris]	QAXK01001085.1_14460-16185
OG0002182	KAI3436708.1 hypothetical protein D9Q98_006123 [Chlorella vulgaris]	QAXK01011403.1_8648-10184
OG0002185	KAI3424856.1 hypothetical protein D9Q98_008240 [Chlorella vulgaris]	QAXK01004305.1_1287-2625
OG0002194	KAI3438069.1 hypothetical protein D9Q98_000511 [Chlorella vulgaris], KAI3438068.1 hypothetical protein D9Q98_000511 [Chlorella vulgaris]	QAXK01000283.1_35828-37170
OG0002195	KAI3439114.1 hypothetical protein D9Q98_001523 [Chlorella vulgaris]	QAXK01004230.1_16730-15188
OG0002201	KAI3430661.1 hypothetical protein D9Q98_005253 [Chlorella vulgaris]	QAXK01010560.1_4646-7806
OG0002202	KAI3427198.1 hypothetical protein D9Q98_007134 [Chlorella vulgaris]	QAXK01015485.1_1487-4220
OG0002203	KAI3428077.1 hypothetical protein D9Q98_006461 [Chlorella vulgaris]	QAXK01002836.1_26336-33102
OG0002205	KAI3432625.1 hypothetical protein D9Q98_004171 [Chlorella vulgaris]	QAXK01006533.1_2359-4576
OG0002206	KAI3425205.1 hypothetical protein D9Q98_008973 [Chlorella vulgaris]	QAXK01001756.1_16985-18889
